User ID,Subscription Type,Monthly Revenue,Join Date,Month of Joining ,Year of Joining,Last Payment Date,Last Payment Year,Current Status ,Country,Age,Age group ,Gender,Device,Plan Duration
227,Premium,12,30-Sep-22,Sep,2022,24-06-2023,June,Payment Pending,Brazil,51,Adult,Female,Smartphone,1 Month
228,Standard,10,04-Nov-22,Nov,2022,27-06-2023,June,Active ,Mexico,39,Adult,Male,Smart TV,1 Month
229,Standard,13,04-Nov-22,Nov,2022,27-06-2023,June,Active ,Spain,29,Youth,Male,Smartphone,1 Month
230,Basic,12,30-Oct-22,Oct,2022,26-06-2023,June,Active ,Italy,51,Adult,Male,Laptop,1 Month
231,Premium,11,29-Oct-22,Oct,2022,24-06-2023,June,Payment Pending,United States,43,Adult,Male,Smartphone,1 Month
232,Standard,11,30-Aug-22,Aug,2022,27-06-2023,June,Active ,Canada,28,Youth,Male,Smartphone,1 Month
233,Basic,15,07-Jul-22,Jul,2022,26-06-2023,June,Active ,United Kingdom,50,Adult,Female,Smart TV,1 Month
234,Standard,14,26-May-22,May,2022,27-06-2023,June,Active ,Australia,44,Adult,Female,Laptop,1 Month
235,Premium,11,17-May-22,May,2022,25-06-2023,June,Payment Pending,Germany,50,Adult,Male,Laptop,1 Month
236,Basic,11,08-May-22,May,2022,26-06-2023,June,Active ,France,39,Adult,Female,Smartphone,1 Month
237,Premium,13,07-Jul-22,Jul,2022,25-06-2023,June,Payment Pending,Brazil,46,Adult,Female,Tablet,1 Month
238,Standard,15,17-Jul-22,Jul,2022,28-06-2023,June,Active ,Mexico,48,Adult,Male,Smartphone,1 Month
239,Basic,15,23-Dec-22,Dec,2022,26-06-2023,June,Active ,Spain,38,Adult,Male,Smart TV,1 Month
240,Standard,13,27-Jun-22,Jun,2022,26-06-2023,June,Active ,Italy,38,Adult,Male,Smartphone,1 Month
241,Premium,13,31-May-22,May,2022,27-06-2023,June,Active ,United States,47,Adult,Male,Laptop,1 Month
242,Basic,12,02-Jun-22,Jun,2022,26-06-2023,June,Active ,Canada,37,Youth,Male,Laptop,1 Month
243,Standard,11,25-May-22,May,2022,27-06-2023,June,Active ,United Kingdom,33,Youth,Male,Laptop,1 Month
244,Premium,15,26-Apr-22,Apr,2022,26-06-2023,June,Active ,Australia,28,Youth,Male,Smartphone,1 Month
245,Basic,13,20-Apr-22,Apr,2022,26-06-2023,June,Active ,Germany,47,Adult,Male,Smart TV,1 Month
246,Premium,11,03-May-22,May,2022,25-06-2023,June,Payment Pending,France,38,Adult,Female,Smartphone,1 Month
247,Basic,12,07-Jul-22,Jul,2022,27-06-2023,June,Active ,Brazil,27,Youth,Male,Smart TV,1 Month
248,Standard,13,15-Sep-22,Sep,2022,26-06-2023,June,Active ,Mexico,34,Youth,Male,Smartphone,1 Month
249,Standard,14,16-Sep-22,Sep,2022,27-06-2023,June,Active ,Spain,42,Adult,Female,Smartphone,1 Month
250,Basic,14,09-Aug-22,Aug,2022,26-06-2023,June,Active ,Italy,28,Youth,Male,Laptop,1 Month
251,Premium,15,25-Jun-22,Jun,2022,27-06-2023,June,Active ,United States,30,Youth,Male,Laptop,1 Month
252,Basic,11,30-May-22,May,2022,26-06-2023,June,Active ,Canada,38,Adult,Female,Smartphone,1 Month
253,Standard,15,21-May-22,May,2022,25-06-2023,June,Payment Pending,United Kingdom,45,Adult,Female,Tablet,1 Month
254,Premium,12,20-May-22,May,2022,27-06-2023,June,Active ,Australia,48,Adult,Female,Smart TV,1 Month
255,Basic,13,20-May-22,May,2022,26-06-2023,June,Active ,Germany,46,Adult,Female,Smart TV,1 Month
256,Premium,12,30-May-22,May,2022,26-06-2023,June,Active ,France,34,Youth,Male,Tablet,1 Month
257,Basic,13,17-Jun-22,Jun,2022,25-06-2023,June,Payment Pending,Brazil,46,Adult,Male,Laptop,1 Month
258,Standard,11,16-Jul-22,Jul,2022,28-06-2023,June,Active ,Mexico,41,Adult,Female,Smartphone,1 Month
259,Standard,15,05-Aug-22,Aug,2022,26-06-2023,June,Active ,Spain,28,Youth,Male,Smartphone,1 Month
260,Basic,10,17-Jul-22,Jul,2022,26-06-2023,June,Active ,Italy,27,Youth,Female,Smartphone,1 Month
261,Premium,13,04-Jul-22,Jul,2022,25-06-2023,June,Payment Pending,United States,27,Youth,Female,Smart TV,1 Month
262,Basic,12,13-Jul-22,Jul,2022,26-06-2023,June,Active ,Canada,28,Youth,Female,Tablet,1 Month
263,Standard,15,25-Jul-22,Jul,2022,24-06-2023,June,Payment Pending,United Kingdom,46,Adult,Male,Smartphone,1 Month
264,Premium,10,09-Aug-22,Aug,2022,27-06-2023,June,Active ,Australia,51,Adult,Male,Smartphone,1 Month
265,Basic,11,05-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,Germany,32,Youth,Female,Smart TV,1 Month
266,Premium,10,17-Aug-22,Aug,2022,26-06-2023,June,Active ,France,44,Adult,Male,Tablet,1 Month
267,Basic,11,08-Sep-22,Sep,2022,27-06-2023,June,Active ,Brazil,44,Adult,Female,Laptop,1 Month
268,Standard,13,16-Oct-22,Oct,2022,28-06-2023,June,Active ,Mexico,34,Youth,Female,Smart TV,1 Month
269,Standard,13,15-Oct-22,Oct,2022,25-06-2023,June,Payment Pending,Spain,29,Youth,Female,Laptop,1 Month
270,Basic,12,04-Sep-22,Sep,2022,25-06-2023,June,Payment Pending,Italy,47,Adult,Male,Smart TV,1 Month
271,Premium,14,20-Aug-22,Aug,2022,26-06-2023,June,Active ,United States,41,Adult,Male,Laptop,1 Month
272,Basic,10,10-Aug-22,Aug,2022,26-06-2023,June,Active ,Canada,36,Youth,Female,Smartphone,1 Month
273,Standard,12,02-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,United Kingdom,28,Youth,Female,Laptop,1 Month
274,Premium,10,01-Aug-22,Aug,2022,24-06-2023,June,Payment Pending,Australia,27,Youth,Female,Tablet,1 Month
275,Basic,15,06-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,Germany,34,Youth,Female,Laptop,1 Month
276,Premium,14,09-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,France,34,Youth,Female,Smart TV,1 Month
277,Basic,13,12-Sep-22,Sep,2022,26-06-2023,June,Active ,Brazil,37,Youth,Female,Tablet,1 Month
278,Standard,14,27-Sep-22,Sep,2022,26-06-2023,June,Active ,Mexico,34,Youth,Female,Laptop,1 Month
279,Standard,15,12-Nov-22,Nov,2022,24-06-2023,June,Payment Pending,Spain,50,Adult,Female,Laptop,1 Month
280,Basic,12,13-Nov-22,Nov,2022,27-06-2023,June,Active ,Italy,34,Youth,Female,Laptop,1 Month
281,Premium,12,02-Nov-22,Nov,2022,28-06-2023,June,Active ,United States,33,Youth,Female,Smart TV,1 Month
282,Basic,11,30-Oct-22,Oct,2022,25-06-2023,June,Payment Pending,Canada,33,Youth,Male,Smart TV,1 Month
283,Standard,15,30-Jun-22,Jun,2022,26-06-2023,June,Active ,United Kingdom,46,Adult,Male,Smartphone,1 Month
284,Premium,14,04-Aug-22,Aug,2022,28-06-2023,June,Active ,Australia,39,Adult,Female,Smartphone,1 Month
285,Basic,10,01-Sep-22,Sep,2022,27-06-2023,June,Active ,Germany,42,Adult,Female,Laptop,1 Month
286,Premium,14,14-Oct-22,Oct,2022,27-06-2023,June,Active ,France,50,Adult,Female,Laptop,1 Month
287,Basic,10,16-Oct-22,Oct,2022,26-06-2023,June,Active ,Brazil,43,Adult,Male,Smartphone,1 Month
288,Standard,14,20-Oct-22,Oct,2022,28-06-2023,June,Active ,Mexico,51,Adult,Male,Smart TV,1 Month
289,Standard,15,20-Nov-22,Nov,2022,25-06-2023,June,Payment Pending,Spain,34,Youth,Female,Smart TV,1 Month
290,Basic,12,25-Nov-22,Nov,2022,30-06-2023,June,Active ,Italy,48,Adult,Male,Smartphone,1 Month
291,Premium,13,04-Dec-22,Dec,2022,27-06-2023,June,Active ,United States,29,Youth,Female,Tablet,1 Month
292,Basic,11,12-Dec-22,Dec,2022,27-06-2023,June,Active ,Canada,43,Adult,Female,Laptop,1 Month
293,Standard,14,09-Dec-22,Dec,2022,25-06-2023,June,Payment Pending,United Kingdom,39,Adult,Female,Laptop,1 Month
294,Premium,10,15-Oct-22,Oct,2022,29-06-2023,June,Active ,Australia,50,Adult,Male,Laptop,1 Month
295,Basic,14,03-Oct-22,Oct,2022,27-06-2023,June,Active ,Germany,45,Adult,Male,Laptop,1 Month
296,Basic,12,01-Oct-22,Oct,2022,27-06-2023,June,Active ,France,48,Adult,Female,Tablet,1 Month
297,Basic,13,02-Nov-22,Nov,2022,24-06-2023,June,Payment Pending,Brazil,40,Adult,Male,Smartphone,1 Month
298,Standard,14,03-Nov-22,Nov,2022,27-06-2023,June,Active ,Mexico,41,Adult,Male,Tablet,1 Month
299,Premium,10,30-Oct-22,Oct,2022,27-06-2023,June,Active ,Spain,27,Youth,Male,Smartphone,1 Month
300,Basic,11,30-Oct-22,Oct,2022,28-06-2023,June,Active ,Italy,36,Youth,Male,Laptop,1 Month
301,Basic,10,27-Sep-22,Sep,2022,24-06-2023,June,Payment Pending,United States,36,Youth,Female,Laptop,1 Month
302,Premium,11,14-Sep-22,Sep,2022,27-06-2023,June,Active ,Canada,44,Adult,Male,Tablet,1 Month
303,Standard,12,11-Jun-22,Jun,2022,26-06-2023,June,Active ,United Kingdom,45,Adult,Male,Tablet,1 Month
304,Standard,12,11-Jun-22,Jun,2022,29-06-2023,June,Active ,Australia,33,Youth,Female,Smartphone,1 Month
305,Basic,13,24-May-22,May,2022,26-06-2023,June,Active ,Germany,47,Adult,Male,Smart TV,1 Month
306,Premium,13,06-Jul-22,Jul,2022,27-06-2023,June,Active ,France,45,Adult,Male,Tablet,1 Month
307,Standard,11,08-Jul-22,Jul,2022,28-06-2023,June,Active ,Brazil,29,Youth,Female,Smart TV,1 Month
308,Basic,13,27-Oct-22,Oct,2022,27-06-2023,June,Active ,Mexico,31,Youth,Male,Smart TV,1 Month
309,Standard,11,09-Aug-22,Aug,2022,28-06-2023,June,Active ,Spain,31,Youth,Male,Smartphone,1 Month
310,Premium,15,14-Jun-22,Jun,2022,26-06-2023,June,Active ,Italy,49,Adult,Female,Smartphone,1 Month
311,Basic,15,07-Jun-22,Jun,2022,27-06-2023,June,Active ,United States,29,Youth,Female,Smartphone,1 Month
312,Premium,12,27-May-22,May,2022,26-06-2023,June,Active ,Canada,50,Adult,Male,Laptop,1 Month
313,Standard,13,27-May-22,May,2022,27-06-2023,June,Active ,United Kingdom,36,Youth,Female,Laptop,1 Month
314,Basic,10,21-Apr-22,Apr,2022,26-06-2023,June,Active ,Australia,28,Youth,Male,Laptop,1 Month
315,Standard,15,28-Apr-22,Apr,2022,27-06-2023,June,Active ,Germany,47,Adult,Female,Smart TV,1 Month
316,Premium,12,27-May-22,May,2022,25-06-2023,June,Payment Pending,France,50,Adult,Female,Laptop,1 Month
317,Basic,15,25-Aug-22,Aug,2022,28-06-2023,June,Active ,Brazil,44,Adult,Female,Tablet,1 Month
318,Standard,10,02-Sep-22,Sep,2022,27-06-2023,June,Active ,Mexico,39,Adult,Female,Laptop,1 Month
319,Premium,14,22-Aug-22,Aug,2022,26-06-2023,June,Active ,Spain,32,Youth,Female,Smartphone,1 Month
320,Basic,15,02-Aug-22,Aug,2022,27-06-2023,June,Active ,Italy,30,Youth,Female,Laptop,1 Month
321,Premium,12,22-Jun-22,Jun,2022,27-06-2023,June,Active ,United States,33,Youth,Female,Smartphone,1 Month
322,Basic,15,04-Jun-22,Jun,2022,27-06-2023,June,Active ,Canada,44,Adult,Male,Smartphone,1 Month
323,Standard,14,31-May-22,May,2022,26-06-2023,June,Active ,United Kingdom,40,Adult,Male,Smartphone,1 Month
324,Standard,15,22-May-22,May,2022,27-06-2023,June,Active ,Australia,32,Youth,Male,Tablet,1 Month
325,Basic,13,29-May-22,May,2022,27-06-2023,June,Active ,Germany,32,Youth,Male,Tablet,1 Month
326,Premium,11,11-Jun-22,Jun,2022,27-06-2023,June,Active ,France,30,Youth,Male,Smartphone,1 Month
327,Basic,12,06-Jul-22,Jul,2022,26-06-2023,June,Active ,Brazil,32,Youth,Female,Smartphone,1 Month
328,Standard,12,26-Jul-22,Jul,2022,27-06-2023,June,Active ,Mexico,45,Adult,Female,Tablet,1 Month
329,Premium,11,22-Jul-22,Jul,2022,25-06-2023,June,Payment Pending,Spain,35,Youth,Female,Smart TV,1 Month
330,Basic,10,06-Jul-22,Jul,2022,26-06-2023,June,Active ,Italy,40,Adult,Female,Smart TV,1 Month
331,Premium,14,08-Jul-22,Jul,2022,26-06-2023,June,Active ,United States,29,Youth,Female,Tablet,1 Month
332,Basic,14,22-Jul-22,Jul,2022,26-06-2023,June,Active ,Canada,31,Youth,Male,Tablet,1 Month
333,Standard,15,24-Jul-22,Jul,2022,27-06-2023,June,Active ,United Kingdom,43,Adult,Female,Smart TV,1 Month
334,Standard,11,28-Jul-22,Jul,2022,28-06-2023,June,Active ,Australia,34,Youth,Male,Smart TV,1 Month
335,Basic,10,11-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,Germany,47,Adult,Female,Tablet,1 Month
336,Premium,12,02-Sep-22,Sep,2022,26-06-2023,June,Active ,France,35,Youth,Male,Laptop,1 Month
337,Basic,13,11-Oct-22,Oct,2022,27-06-2023,June,Active ,Brazil,36,Youth,Male,Laptop,1 Month
338,Standard,12,15-Oct-22,Oct,2022,27-06-2023,June,Active ,Mexico,33,Youth,Male,Tablet,1 Month
339,Premium,13,05-Oct-22,Oct,2022,25-06-2023,June,Payment Pending,Spain,30,Youth,Female,Laptop,1 Month
340,Basic,14,13-Sep-22,Sep,2022,25-06-2023,June,Payment Pending,Italy,44,Adult,Female,Smartphone,1 Month
341,Premium,13,24-Aug-22,Aug,2022,26-06-2023,June,Active ,United States,44,Adult,Female,Laptop,1 Month
342,Basic,11,09-Aug-22,Aug,2022,26-06-2023,June,Active ,Canada,41,Adult,Female,Laptop,1 Month
343,Standard,13,06-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,United Kingdom,46,Adult,Male,Smart TV,1 Month
344,Standard,13,07-Aug-22,Aug,2022,26-06-2023,June,Active ,Australia,42,Adult,Female,Smartphone,1 Month
345,Basic,10,08-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,Germany,48,Adult,Female,Smart TV,1 Month
346,Premium,15,31-Aug-22,Aug,2022,26-06-2023,June,Active ,France,37,Youth,Male,Tablet,1 Month
347,Basic,14,21-Sep-22,Sep,2022,28-06-2023,June,Active ,Brazil,29,Youth,Male,Smartphone,1 Month
348,Standard,14,05-Oct-22,Oct,2022,26-06-2023,June,Active ,Mexico,30,Youth,Male,Smart TV,1 Month
349,Premium,14,02-Nov-22,Nov,2022,26-06-2023,June,Active ,Spain,28,Youth,Male,Smartphone,1 Month
350,Basic,10,02-Nov-22,Nov,2022,28-06-2023,June,Active ,Italy,44,Adult,Female,Smartphone,1 Month
351,Premium,11,02-Nov-22,Nov,2022,28-06-2023,June,Active ,United States,34,Youth,Female,Smart TV,1 Month
352,Basic,10,20-Sep-22,Sep,2022,26-06-2023,June,Active ,Canada,38,Adult,Male,Laptop,1 Month
353,Standard,14,10-Aug-22,Aug,2022,26-06-2023,June,Active ,United Kingdom,34,Youth,Female,Smartphone,1 Month
354,Standard,10,16-Aug-22,Aug,2022,28-06-2023,June,Active ,Australia,40,Adult,Female,Laptop,1 Month
355,Basic,15,12-Oct-22,Oct,2022,27-06-2023,June,Active ,Germany,32,Youth,Female,Tablet,1 Month
356,Premium,11,14-Oct-22,Oct,2022,30-06-2023,June,Active ,France,38,Adult,Male,Smart TV,1 Month
357,Basic,15,18-Oct-22,Oct,2022,26-06-2023,June,Active ,Brazil,39,Adult,Male,Smartphone,1 Month
358,Standard,12,11-Nov-22,Nov,2022,28-06-2023,June,Active ,Mexico,34,Youth,Female,Smart TV,1 Month
359,Premium,11,20-Nov-22,Nov,2022,26-06-2023,June,Active ,Spain,41,Adult,Male,Smartphone,1 Month
360,Basic,15,21-Nov-22,Nov,2022,30-06-2023,June,Active ,Italy,43,Adult,Female,Tablet,1 Month
361,Premium,12,25-Nov-22,Nov,2022,28-06-2023,June,Active ,United States,36,Youth,Female,Laptop,1 Month
362,Basic,11,08-Dec-22,Dec,2022,27-06-2023,June,Active ,Canada,31,Youth,Male,Laptop,1 Month
363,Standard,12,01-Nov-22,Nov,2022,25-06-2023,June,Payment Pending,United Kingdom,47,Adult,Female,Smart TV,1 Month
364,Standard,14,12-Oct-22,Oct,2022,29-06-2023,June,Active ,Australia,48,Adult,Male,Smart TV,1 Month
365,Basic,11,13-Oct-22,Oct,2022,27-06-2023,June,Active ,Germany,36,Youth,Male,Laptop,1 Month
366,Premium,12,17-Oct-22,Oct,2022,29-06-2023,June,Active ,France,41,Adult,Male,Smart TV,1 Month
367,Basic,13,23-Oct-22,Oct,2022,25-06-2023,June,Payment Pending,Brazil,32,Youth,Male,Laptop,1 Month
368,Standard,13,24-Oct-22,Oct,2022,28-06-2023,June,Active ,Mexico,28,Youth,Male,Smartphone,1 Month
369,Premium,12,25-Oct-22,Oct,2022,27-06-2023,June,Active ,Spain,46,Adult,Female,Smartphone,1 Month
370,Basic,11,22-Oct-22,Oct,2022,29-06-2023,June,Active ,Italy,46,Adult,Female,Smartphone,1 Month
371,Basic,11,30-Sep-22,Sep,2022,25-06-2023,June,Payment Pending,United States,47,Adult,Male,Tablet,1 Month
372,Basic,11,06-Sep-22,Sep,2022,27-06-2023,June,Active ,Canada,31,Youth,Female,Tablet,1 Month
373,Standard,10,18-Jun-22,Jun,2022,26-06-2023,June,Active ,United Kingdom,44,Adult,Female,Tablet,1 Month
374,Premium,10,12-Jun-22,Jun,2022,28-06-2023,June,Active ,Australia,39,Adult,Female,Laptop,1 Month
375,Basic,14,17-Jun-22,Jun,2022,28-06-2023,June,Active ,Germany,44,Adult,Female,Laptop,1 Month
376,Basic,12,20-Jun-22,Jun,2022,27-06-2023,June,Active ,France,39,Adult,Female,Smartphone,1 Month
377,Premium,12,27-Aug-22,Aug,2022,28-06-2023,June,Active ,Brazil,37,Youth,Male,Laptop,1 Month
378,Standard,14,13-Aug-22,Aug,2022,27-06-2023,June,Active ,Mexico,47,Adult,Female,Laptop,1 Month
379,Standard,10,12-Aug-22,Aug,2022,28-06-2023,June,Active ,Spain,46,Adult,Female,Smart TV,1 Month
380,Basic,15,05-Aug-22,Aug,2022,27-06-2023,June,Active ,Italy,27,Youth,Female,Smart TV,1 Month
381,Premium,10,14-Jul-22,Jul,2022,27-06-2023,June,Active ,United States,43,Adult,Female,Laptop,1 Month
382,Standard,10,07-Jun-22,Jun,2022,26-06-2023,June,Active ,Canada,51,Adult,Male,Smart TV,1 Month
383,Basic,10,01-Jun-22,Jun,2022,27-06-2023,June,Active ,United Kingdom,49,Adult,Male,Smart TV,1 Month
384,Standard,10,19-May-22,May,2022,28-06-2023,June,Active ,Australia,35,Youth,Female,Smartphone,1 Month
385,Premium,15,22-May-22,May,2022,27-06-2023,June,Active ,Germany,44,Adult,Male,Smartphone,1 Month
386,Basic,14,11-Jul-22,Jul,2022,26-06-2023,June,Active ,France,48,Adult,Male,Tablet,1 Month
387,Premium,11,19-Jul-22,Jul,2022,28-06-2023,June,Active ,Brazil,39,Adult,Female,Tablet,1 Month
388,Standard,12,21-Jul-22,Jul,2022,28-06-2023,June,Active ,Mexico,38,Adult,Male,Laptop,1 Month
389,Basic,14,02-Aug-22,Aug,2022,26-06-2023,June,Active ,Spain,45,Adult,Male,Smart TV,1 Month
390,Standard,13,03-Jul-22,Jul,2022,28-06-2023,June,Active ,Italy,43,Adult,Female,Laptop,1 Month
391,Premium,13,23-Jun-22,Jun,2022,27-06-2023,June,Active ,United States,42,Adult,Male,Laptop,1 Month
392,Basic,15,03-Jun-22,Jun,2022,28-06-2023,June,Active ,Canada,28,Youth,Male,Smart TV,1 Month
393,Standard,10,03-Jun-22,Jun,2022,26-06-2023,June,Active ,United Kingdom,40,Adult,Male,Tablet,1 Month
394,Premium,14,30-May-22,May,2022,27-06-2023,June,Active ,Australia,41,Adult,Female,Tablet,1 Month
395,Basic,12,05-Jun-22,Jun,2022,26-06-2023,June,Active ,Germany,45,Adult,Female,Laptop,1 Month
396,Premium,14,10-Jun-22,Jun,2022,27-06-2023,June,Active ,France,30,Youth,Female,Smartphone,1 Month
397,Basic,11,14-Jul-22,Jul,2022,26-06-2023,June,Active ,Brazil,31,Youth,Female,Smartphone,1 Month
398,Standard,13,15-Jul-22,Jul,2022,27-06-2023,June,Active ,Mexico,51,Adult,Female,Tablet,1 Month
399,Standard,12,14-Jul-22,Jul,2022,25-06-2023,June,Payment Pending,Spain,44,Adult,Female,Smartphone,1 Month
400,Basic,14,13-Jul-22,Jul,2022,27-06-2023,June,Active ,Italy,49,Adult,Male,Laptop,1 Month
401,Premium,12,17-Jul-22,Jul,2022,26-06-2023,June,Active ,United States,47,Adult,Female,Laptop,1 Month
402,Basic,14,21-Jul-22,Jul,2022,26-06-2023,June,Active ,Canada,42,Adult,Male,Smartphone,1 Month
403,Standard,13,23-Jul-22,Jul,2022,28-06-2023,June,Active ,United Kingdom,28,Youth,Male,Smartphone,1 Month
404,Premium,13,01-Aug-22,Aug,2022,28-06-2023,June,Active ,Australia,28,Youth,Male,Smartphone,1 Month
405,Basic,13,06-Aug-22,Aug,2022,26-06-2023,June,Active ,Germany,49,Adult,Female,Tablet,1 Month
406,Premium,12,19-Aug-22,Aug,2022,26-06-2023,June,Active ,France,32,Youth,Female,Smartphone,1 Month
407,Basic,12,26-Aug-22,Aug,2022,27-06-2023,June,Active ,Brazil,37,Youth,Female,Tablet,1 Month
408,Standard,13,27-Sep-22,Sep,2022,27-06-2023,June,Active ,Mexico,37,Youth,Female,Tablet,1 Month
409,Standard,14,15-Sep-22,Sep,2022,25-06-2023,June,Payment Pending,Spain,37,Youth,Male,Smartphone,1 Month
410,Basic,15,02-Sep-22,Sep,2022,25-06-2023,June,Payment Pending,Italy,37,Youth,Male,Smart TV,1 Month
411,Premium,14,03-Sep-22,Sep,2022,26-06-2023,June,Active ,United States,48,Adult,Female,Tablet,1 Month
412,Basic,12,03-Sep-22,Sep,2022,26-06-2023,June,Active ,Canada,47,Adult,Male,Laptop,1 Month
413,Standard,13,24-Aug-22,Aug,2022,26-06-2023,June,Active ,United Kingdom,41,Adult,Female,Smartphone,1 Month
414,Premium,14,21-Aug-22,Aug,2022,27-06-2023,June,Active ,Australia,47,Adult,Female,Laptop,1 Month
415,Basic,13,23-Aug-22,Aug,2022,25-06-2023,June,Payment Pending,Germany,39,Adult,Female,Smartphone,1 Month
416,Premium,10,02-Sep-22,Sep,2022,26-06-2023,June,Active ,France,28,Youth,Male,Tablet,1 Month
417,Basic,14,21-Sep-22,Sep,2022,29-06-2023,June,Active ,Brazil,31,Youth,Male,Smart TV,1 Month
418,Standard,14,21-Oct-22,Oct,2022,27-06-2023,June,Active ,Mexico,47,Adult,Female,Smart TV,1 Month
419,Standard,11,30-Oct-22,Oct,2022,27-06-2023,June,Active ,Spain,27,Youth,Female,Laptop,1 Month
420,Basic,10,02-Nov-22,Nov,2022,28-06-2023,June,Active ,Italy,28,Youth,Male,Laptop,1 Month
421,Premium,14,16-Oct-22,Oct,2022,28-06-2023,June,Active ,United States,33,Youth,Male,Tablet,1 Month
422,Basic,14,15-Sep-22,Sep,2022,29-06-2023,June,Active ,Canada,29,Youth,Female,Tablet,1 Month
423,Standard,15,12-Sep-22,Sep,2022,27-06-2023,June,Active ,United Kingdom,41,Adult,Male,Smartphone,1 Month
424,Premium,12,18-Sep-22,Sep,2022,29-06-2023,June,Active ,Australia,28,Youth,Female,Tablet,1 Month
425,Basic,13,04-Oct-22,Oct,2022,27-06-2023,June,Active ,Germany,38,Adult,Male,Tablet,1 Month
426,Premium,15,05-Oct-22,Oct,2022,30-06-2023,June,Active ,France,35,Youth,Male,Laptop,1 Month
427,Basic,11,06-Nov-22,Nov,2022,26-06-2023,June,Active ,Brazil,51,Adult,Male,Smart TV,1 Month
428,Standard,12,17-Nov-22,Nov,2022,28-06-2023,June,Active ,Mexico,45,Adult,Male,Smartphone,1 Month
429,Standard,14,18-Nov-22,Nov,2022,26-06-2023,June,Active ,Spain,51,Adult,Male,Laptop,1 Month
430,Basic,14,22-Nov-22,Nov,2022,30-06-2023,June,Active ,Italy,46,Adult,Female,Smart TV,1 Month
431,Premium,15,04-Dec-22,Dec,2022,28-06-2023,June,Active ,United States,28,Youth,Male,Smart TV,1 Month
432,Basic,12,19-Nov-22,Nov,2022,30-06-2023,June,Active ,Canada,46,Adult,Female,Smart TV,1 Month
433,Standard,11,06-Nov-22,Nov,2022,25-06-2023,June,Payment Pending,United Kingdom,46,Adult,Female,Smartphone,1 Month
434,Premium,12,15-Oct-22,Oct,2022,29-06-2023,June,Active ,Australia,32,Youth,Female,Laptop,1 Month
435,Basic,11,17-Oct-22,Oct,2022,28-06-2023,June,Active ,Germany,39,Adult,Female,Smart TV,1 Month
436,Premium,11,19-Oct-22,Oct,2022,29-06-2023,June,Active ,France,41,Adult,Female,Smartphone,1 Month
437,Basic,13,23-Oct-22,Oct,2022,25-06-2023,June,Active ,Brazil,47,Adult,Male,Smart TV,1 Month
438,Standard,12,24-Oct-22,Oct,2022,28-06-2023,June,Active ,Mexico,35,Youth,Male,Smart TV,1 Month
439,Standard,12,23-Oct-22,Oct,2022,27-06-2023,June,Active ,Spain,37,Youth,Female,Smart TV,1 Month
440,Basic,11,10-Oct-22,Oct,2022,29-06-2023,June,Active ,Italy,47,Adult,Male,Tablet,1 Month
441,Premium,13,05-Oct-22,Oct,2022,28-06-2023,June,Active ,United States,48,Adult,Female,Laptop,1 Month
